comment_text,toxic
"Buck Winston  

Fuck you, I won't do what you tell me

Fuck you, I won't do what you tell me

Fuck you, I won't do what you tell me

Fuck you, I won't do what you tell me

Fuck you, I won't do what you tell me

Fuck you, I won't do what you tell me

Fuck you, I won't do what you tell me

Fuck you, I won't do what you tell me

Fuck you, I won't do what you tell me

Fuck you, I won't do what you tell me

Fuck you, I won't do what you tell me

Fuck you, I won't do what you tell me

Fuck you, I won't do what you tell me

Fuck you, I won't do what you tell me

Fuck you, I won't do what you tell me

Motherfucker

Ugh",1
"HIS INFERNAL MAJESTY rock alternative????? 

alternative rock??????????(like a placebo,radiohead,30stm)... To the ignorant people who put this genre: Do you even know what Alternative Rock is??? How can you label HIM as Alternative Rock??? The latest album might have some elements of it, but HIM is NOT an Alternative Rock band... They have Gothic Rock elements, Metal elements, Glam Rock elements and much more...they are love metal",1
Please refrain from making personal attacks or you may be blocked from editing. -,0
"""==FDA approval==
This is an American issue. Wikipedia is global in scope. Thus in the medical uses section we describe the conditions for which medications have evidence and thus are used which may not be the same as FDA approval.  (talk · contribs · email) (if I write on your page reply on mine) """,0
"Ycchh! 

Who added that awful synthesized voice file at the bottom? It sounds... well, it has synthesized voices, shouldn't that be enough? We should get rid of it.",0
"DAMNIT, not much to vandalize here so I won't even bother.",1
"""

Speedy deletion of Phantom penis
 A tag has been placed on Phantom penis, requesting that it be speedily deleted from Wikipedia. This has been done under section G1 of the criteria for speedy deletion, because the page appears to have no meaningful content or history, and the text is unsalvageably incoherent. If the page you created was a test, please use the sandbox for any other experiments you would like to do. Feel free to leave a message on my talk page if you have any questions about this. 

If you think that this notice was placed here in error, you may contest the deletion by adding  to the top of the page that has been nominated for deletion (just below the existing speedy deletion or """"db"""" tag), coupled with adding a note on the talk page explaining your position, but be aware that once tagged for speedy deletion, if the article meets the criterion it may be deleted without delay. Please do not remove the speedy deletion tag yourself, but don't hesitate to add information to the article that would would render it more in conformance with Wikipedia's policies and guidelines. Lastly, please note that if the article does get deleted, you can contact one of these admins to request that a copy be emailed to you.  (Talk) (Contribs)  """,0
"THE RETURN 
hello, Fan-1967. you may not remember me. but i remember you. ive spent countless nights in my cell, thinking of you, thinking of this moment.
you did not know me under this alias. you may remember me as WOOMOOBS57. but that was then. ive spent two years in the slammer since then. i blame you. i hate you. you're a cunt. 
this is now. i am back, and i am ready to take my revenge.
because of you, you motherfucker motherfuck, my movie, factory: the musical never made it. i was ruined. i went under. i did some things no man should ever do; for example casual animal masturbation and fucking your mum in the A HOLE. shes tubby, like you. CHUB DOWN CHUBBY MCGHEE. i was punished for my crimes. now im going to punish you.
I WILL END YOU.
did ya miss me. i missed you. i want to kiss you. alot

WANK THE DOG, WANK THE DOG. PULL ON A MARRIGOLD AND WANK THE DOG. HE MAY NOT BE A PEDIGREE. (DO DO DO DEEEEEEEEE) BUT HE'S ALWAYS GOT ENOUGH WHITE WEE WEE.

FOR ME

i love you. i want to touch you. but you broke my heart when you ate out Nawliwiki or whatever the poo his name is.
we will ruin wikipedia, mark my words you kid toucher.",1
"Indeed, the decision should be taken on grounds of notability (I've yet to be convinced the subject is notable). The creation of it as a rebuttal is clearly wrong, but there is no need to delete it on those grounds.",0
"""

Looking at the editing Histories of Goethena/Propol
For the interested parties that are watching this talk page and article, it would 
be useful to look at the nature and tone of edits which  and 
 have done in the last few weeks and judge the loving kindness they
impart on the Duckworth article, vers the near libelous editing on the Roskam article.

This just pointing out """"facts"""" and not in volition of WP:AGF in quoting that policy it says...

This policy does not require that editors continue to assume good faith in the presence of evidence to the contrary. Actions inconsistent with good faith include vandalism, sockpuppetry, and lying. Assuming good faith also does not mean that no action by editors should be criticized, but instead that criticism should not be attributed to malice unless there is specific evidence of malice. Accusing the other side in a conflict of not assuming good faith, without showing reasonable supporting evidence, is another form of failing to assume good faith.

So, any honest hearted admin, in light of the John Seigenthaler, Sr Debacle, will not
surely not allow the kind of bias editing that now taking place.  So, in the mean time, and until there is some ruling tendered from higher athority, I will lovingly protect the Roskam article as   and  lovingly protect the Duckworth article from any, and all negative edits, even edits that are well cited, per wikipedia policy, I will do the same for the Roskam article.  

Again, I am willing for dialog with other editors regarding good faith edits, but the two editors which I have mentioned above, due again, to their well documented editing histories on the Duckworth and Roskam, I will revert most of what they put up unless those edits conform, IMHO, to Wikipolicy to WP:BLP  WP:NPOV  WP:NPOV#Undue weight.  and finely  WP:SENSE. """,0
"Fuck YOU!!!!!!!!!!!!!!!!!!!!!!!!!!!!! 

The Iowa Idiots Are A Real Baseball Team!!!!
!!!!!!!!!!!!!  

Signed:

Pėņışmåń",1
"Now we are getting somewhere although I expect evidence in your next post. Firstly the assertion was if they where undercopyright in the first place. You say that its derisable so by all means prove it. Moreover, fair use is not simply a license to copy any amount of stuff, sometimes without attribution, and hoping that that's ok. I found that part laughable as British law says it is fair use do do exactly that, go look for yourself if you don't believe be (but I know you won't as your scared that I'll be proved right). Oh and the claim about no attribution is a blatent lie, all of the articles are given citations. If I'm wrong about the above then by all means correct me... with proof. Your acting as if your say so is evidence enough not going to cut any more mustard with me.",0
"Lancashire
do not say Wallsuches is Greater Manchester,it is not. Wallsuches along with Horrocks Fold are in Bolton but are too far out to be Greater Manchester, Bolton is the only Borough of Greater Manchester to have parts which are adminstrated by Lancashire,other Boroughs such as Bury and Salford are fully in greater manchester.",0
"""

NAZI WIKIPEDIA ADMINS
EVERYONE KNOWS THEY LOCK THESE ARTICLES SO ONLY THE LIBERAL NAZI WIKI ADMINS CAN CHANGE THE INFORMATION. THIS SITE IS THE WORSE WHEN IT COMES TO BEING FAIR!! ALL THE ADMINS VOTE THEIR FRIENDS IN AS ADMINS. IT IS A BIASED WEBSITE AND THEY DO NOT ALLOW INFORMATION THAT ALLOWS THEIR POLITICAL CANDIDATES TO LOOK BAD. THIS IS WHAT THEY DO IN CHINA AND NOW ON WIKIPEDIA.   —Preceding unsigned comment added by 199.209.144.211   """,1
"""

 Albert Einstein 

""""Uncle Albert"""" is Albert Einstein. (source:   """,0
"Being blocked

So that's your idea of mediation, is it? R Lopez can run amok through Wikipedia with his lying crap, and I get blocked for stating my intention of stopping him unless Wikipedia's rather creaky structures do so. I've seen some silly things since I have been editing here but that would be the silliest.",1
"""
How are those homeless people coming along? Nice and warm now, I hope. '''''' Dick Laurent is dead """,0
"Do you FART?????????????????????????????????????????????????
I JUST DID 

YOURE AN IDIOT",1
There is no copyrighted content at issue. I am the originator of the quoted material on the website regarding the Fatimiya Sufi Order. Furthemore the article on wikipedia was not authored by me. It was authored by Roya Jakoby,0
"There are actually two versions of that page on the web at the moment. One was created soon after the NIST report, with the one Artifex is citing being from many years later.",0
"Literally could not care less.  I have short tolerance for people who, despite being slapped in the face with the appropriate mentions to MoS, etc., still make the same stupid edits.",1
""", 2 July 2012 (UTC)
Yes and no. Yes because, well, it's a technical decision made by the developers; they change the config files at the direction of their bosses, the userrights change. In theory, it is a decision we could make without consulting the community. In practise - look, I've been an editor for 6+ years now, most of those as just an editor (I've been contracted here for, I think, 9 months and change). I know how silly a decision that'd be, both for practical reasons (people would get totally up in arms about it, and for good reason) and ethical ones (we owe a duty to involve editors in decisionmaking wherever we can, because we're a bottom-up organisation, not a top-down one). So generally speaking, I think editors should be able to disagree and I think editors should at least be asked their opinion before a change is made. That's what I believe, and that's why I held that RfC.
That's also why arguing with me is likely to be futile ). Not because this is a WMF decision, not because this is my staff account, but because we asked people what they want and they said """"give this to rollbackers too"""". I believe this was a perfectly valid expression of the community's opinion on the subject, and that it's much more applicable than the 2008 RfC, which was held when the community was in a much different state, addressing an (in some respects) radically different question, and not explicitly prohibiting these actions. So I'm not going to be persuaded by appeals to that, and it's not me you should be looking to persuade - if you want the situation to change, as said, hold your own. If you don't want to do that, I'm stuck in a situation, hired as a person to ensure the community was listened to, where the only way out is to ignore the opinions of those editors who spoke up when presented with the opportunity. And I'm not going to do that.   13:59""",0
I didn't do any editing to Kurt Angle's page so why don't you kiss my ass?,1
Have now fixed a lot of problems,0
"I sincerely wish i could meet you chumps

You freaks really get my goat. Etaonsh(still stuck in 1940's Europe), Firestar(firststatr Kung Fu extraordinaire), COvenantD(typical east coast jerk), Mibhofroovvsskskkety(russkie man frozen in USSR), Samuel Luo(weird lookin crazy), and crazy ol' Tomanandaaa!(brokeback mt.! u give w.hollywood a bad name!) Hey tom, when are you going to make a real citation? your scholarship is the worse i have ever seen. stay in your hole in the public library, transient!

We know you have no lives and are failures, I really can't believe how much you guys are on this site. I have been away for awhile(thanks to some good old censorship courtesy of that advocate of free speech, Fristare, kung fu chump) but you have been here night and day it appears. It's like you are writing books on the Falun Gong page alone. Freaks!

Get a life! enjoy the sun, the wind, the air.",1
"(Damn it! If you have a heart attack you will be brought to the hospital of the Republic of Kosovo, which will be spending my taxes on you! Hmmmm... Ah OK, I would agree to that, I like the Republic of Kosovo to treat equally all foreigners. Even those who have ocupied us in the past like Turks and Serbs, Bulgarians or Germans)",1
Koen franse is gay!!!,1
and their descendants,0
"""

What the hell asshole!!! Your going to block me for putting the right information on Of Mice & Men (band) artical!! What the fuck!! That's wrong man!! You sir, are an asshole. You are disrespectful to this site and yourself. I have never seen a disgrace in my life. Of Mice & Men are NOT a nu metal band. They never had been, just because there new album have small bits of nu metal elements doesn't mean they are a nu metal band. Austin said, and I quote from the Alternative Press interview: """"On our new stuff, we want to go more rock, or I guess a nu-metal sound you could say.'' I rest my case. So now you know, you will put the correct genre on this band. I know you will. Asshole.""",1
"Hey shithead 

Hey shithead

Where are you?

Are you too busy sucking on someone's cock to talk right now?

119.245.89.79",1
"Editing Wikipedia 

Fuck You, you anal rapist",1
"You really are out of control Georgie. Other than calling you what you are ugly (pictures don't lie), arrogant, and arbitrary, you have never been threatened, only harassed (deservedly) by Wikzilla. I mean any moron who goes ahead and range blocks several million people really cannot be all that smart. Go ahead, range block again. Do you really think you stopped her the first time? All you did was piss off thousands of potential contributors.162.84.182.50",1
", plus adding empty sections for Hinduism in articles such as Religion in Hungary",0
"""
Galleries in main namespace are fine. NFCC#9 just means that non-free images can't be rendered in other namespaces, e.g. category listings. I'm temporarily adding the image to a gallery section in order to facilitate consensus building.    """,0
I done a bigjob on your mother's tits,1
Oh really. Well then stop making bullsht edits and taking away everything that contradicts the mainstream yellow journalism going on. There isn't neutral point of views on Wikipedia. This site is a joke. FCK YOU. Stop sending me messages on your stupid fcking system. I don't give a sht about what you have to say. As a matter of fact I don't even know who the fck im talking to or if I am even talking to someone real. Once again. FCK YOU AND THIS BULLSHT WIKIPEDIA WANNA BE ENCYCLOPEDIA. IT WILL NEVER HAPPEN. NOTHING THIS WEBSITE SAYS WILL EVER BE CONSIDERED VERIFIED!!!!!!,1
"RE:You are now forbidden from editing the List of Desperate Housewives episodes ever again!!! 

You are forbidden from editing the List of Desperate Housewives episodes ever again!!! Do you hear me?!! FORBIDDEN!!   
LMAO!!! Tell me something, who do you think died and made you wikiboss?",1
"""

Who the hell are you to decide who is notable, you ABSOLUTELY UNHEARD OF , BLITHERING NOBODY?

You invited me to edit a page and I did, so it is NOT """"DISRUPTION""""!  If you don;t want it edited, DON'T MAKE IT EDITABLE!

My notability is verifiable on the Web, and off.  I cited STARRRING in a  American/Canadian film, in the very famous  """"Amityville"""" series, and am noted in many places on the Web as its star.

I also cited several a major North American newspaper, the Montreal Gazette (founded by Benjamin Franklin, and the largest English language daily west of Toronto).  You were also told that I have been a critic for the Canadian Broadcasting Corporation (but YOU wouldn't know what that is, you ignorant AMERICAN, WOULD YOU?).

I ALSO HAVE NUMEROUS OTHER MAJOR CREDITS, BUT HAVE NOT LISTED THEM.

Obviously, you are discriminating against prominent Canadians, because you can't be bothered doiong researching outside of the Internet, or your own, self-important *&*^$%ng country.  

MY article was DISRUPTED by an """"editor"""" who admits she, herself, was cautioned by Wikipedia.

Here's some news for you, *BInky*:  Wikipedia is so """"notable"""" it is NOT EVEN LISTED in the Britannica 2007.

Here's some more news: School children, EVERYWHERE, are warned of the general unreliability of Wikipedia, and so they should be, because it is run by wannabe editors like you, who can't find editing work outside of the virtual world.

Now, go collect your unemployment cheque (or """"check"""", for ignorant rabble like yourself), and buzz the hell off.

G.F.Y.!""",1
"Gilliam, please unblock me. My stupid sister is always using my computer and I don't know what she does.",1
User:abd is Muslim Scum,1
stupid prostitutes THANK YOU!,1
"Ah. I am too tired to chase Scibaby for now. Ok, well I am not going to complain further. It was a reasonable WP:IOR call I guess.  talk",0
"""

 FYI 

You may be interested to know that ''' """,0
"""

 References 

i don't like deleting other people's work, so i put the list of references here, it is way too long.   

 Ausserer, A. (1871a): Beiträge zur Kenntniss der Arachniden-Familie der Territelariae Thorell (Mygalidae Autor).Verh. zool.-bot. Ges. Wien 21: 117-224.
 Bertkau, P. (1880a): Verzeichniss der von Prof. Ed. van Beneden auf seiner im Auftrage der Belgischen Regierung unternommen wissenschaftlichen Reise nach Brasilien und La Plata im Jahren 1872-73 gensammelten Arachniden.Mem. Cour. Acad. Belg. 43: 1-120.
 Bond, Jason E. (1994): Seta-Spigot homology and silk production in first instar Antrodiaetus unicolor spiderlings (Araneae: Antrodiaetidae).J. Arachnol. 22: 19-22.
 Bücherl, W. (1957): Sôbre a importância dos bulbos copuladores e das apófises tibiais dos machos na sistemática das aranhas caranguejeiras (Orthognatha).Anais Acad. bras. Cienc. 29: 377-416.
 Bücherl, W., a Timotheo Da Costa & S. Lucas (1971): Revisão de alguns tipos de aranhas caranguejeiras (Orthognatha) estabelecidos por Candido de Mello-Leitão e depositados no Museu Nacional do Rio.Mems Inst. Butantan 35: 117-138.
 Cambridge, F. O. P.- (1896): On the Theraphosidae of the lower Amazons: being an account of the new genera and species of this group of spiders discovered during the expedition of the steamship """"Faraday"""" up the river Amazons.Proc. zool. Soc. Lond. 1896: 716-766.
 Caporiacco, L. Di. (1947a): Diagnosi preliminari de specie nuove di aracnidi della Guiana Brittanica raccolte dai professori Beccari e Romiti.Monitore zool. ital. 56: 20-34.
 Chamberlin, R. V. (1916): Results of the Yale Peruvian Expedition of 1911. The Arachnida.Bull. Mus. comp. Zool. Harvard 60: 177-299.
 Coyle, F. A. (1984): A revision of the African mygalomorph spider genus Allothele (Araneae, Dipluridae).Am. Mus. Novit. 2794: 1-20.
 Coyle, F. A. (1986): Chilehexops, a new funnelweb mygalomorph spider genus from Chile (Araneae, Dipluridae).Am. Mus. Novit. 2860: 1-10.
 Coyle, F. A. (1988): A revision of the American funnel-web mygalomorph spider genus Euagrus (Araneae, Dipluridae).Bull. Am. Mus. nat. Hist. 187: 203-292.
 Coyle, F. A., T. C. O'shields (1990): Courtship and mating behavior of Thelechoris karschi (Araneae, Dipluridae), an African funnelweb spider.J. Arachnol. 18: 281-296.
 Coyle, F. A., T. E. Meigs (1990): Two new species of Ischnothele funnelweb spiders (Araneae, Mygalomorphae, Dipluridae) from Jamaica.J. Arachnol. 18: 95-111.
 Coyle, Frederick A., O'shields, Theresa C . & Perlmutter, Daniel G . (1991): Observations on the behavior of the kleptoparasitic spider, Mysmenopsis furtiva (Araneae, Mysmenidae).J. Arachnol. 19: 62-66.
 Coyle, F. A. (1995): A revision of the funnelweb mygalomorph spider subfamily Ischnothelinae (Araneae, Dipluridae).Bull. Am. Mus. nat. Hist. 226: 1-133.
 Dörr, Tobias, Andreas Halbig and John Osmani (2006): Auf Vogelspinnensuche in Costa Rica.ARACHNE 11(2): 4-20.
 Gamache, Martin and Amanda Gollaway (2006): Exkursion nach Trinidad: Psalmopoeus cambridgei POCOCK, 1895 in freier Natur.ARACHNE 11(3): 22-26.
 Maréchal, P., C. Marty (1998): Réhabilitation du genre Harmonicon (Pickard-Cambridge, 1896) et description d'une nouvelle espèce de Guyana française (Araneae, Mygalomorphae, Dipluridae).Zoosystema 20: 499-504.
 Mello-Leitão, C. F. De. (1924b): Quelques arachnides nouveaux du Bresil.Ann. Soc. ent. Fr. 93: 179-187.
 Mello-Leitão, C. F. De. (1926a): Algumas Theraphosoideas novas do Brasil.Rev. Mus. Paulista 14: 307-324.
 Mello-Leitão, C. F. De. (1937a): Aranhas novas ou raras.Ann. Acad. brasil. Sci. 9: 1-12.
 Mello-Leitão, C. F. De. (1941a): Notas sobre a sistematica das aranhas com descrição de algumas novas especies Sul Ameicanas.Anais Acad. bras. Cienc. 13: 103-127.
 Mello-Leitão, C. F. De. (1941b): Catalogo das aranhas da Colombia.Anais Acad. bras. Cienc. 13: 233-300.
 Mello-Leitão, C. F. De. (1945c): Some interesting new Brazilian spiders.Trans. Conn. Acad. Arts Sci 36: 169-175.
 Paz S., N. (1993): Aspectos de la biologia reproductiva de Linohele megatheloides (Araneae, Dipluridae).J. Arachnol. 21: 40-49.
 Paz S., N. & Raven, Robert J. (1989): A new species of Linothele from Colombia (Araneae, Mygalomorphae, Dipluridae).J. Arachnol. 18: 79-86.
 Pedroso, D. R., R. L. C. Bapatista (2004): Redescription of Trechona venosa (Latreille, 1832) and designation of its neotype (Araneae: Dipluridae).Revta Ibérica Aracnol. 10: 149-156.
 Raven, R. J. (1983b): Notes on some mygalomorph spiders in the Musée Royal de l'Afrique Centrale (Dipluridae, Hexathelidae, Ctenizidae: Araneae).Revue Zool. afr. 97: 549-562.
 Raven, R. J. (1984c): A revision of the Aname maculata species group (Dipluridae, Araneae) with notes o",0
"Poision Ivy 

You got poison ivy on your penis mother fuycker, biatch!!!!",1
"On skrewdriver.net, there was an article comparing Hitler's art with Nitsch's and of course, Hitler's rocked Nitsch's cock (not socks, not dirty enough!) off!",1
"NO! It is a lie, that Anton Fick was an official member of Kiss in May 1980. It is not the truth! 141.91.136.40",0
"""

It wasn't a gaffe, it was an anecdote.  This is non-notable, the """"Gaffe"""" section is grammatically atrocious and the whole mess should be deleted in favor of some relevant information or that same information presented in a relevant manner. 71.191.206.244  """,0
"The title isn't.  Way to fire off a snide, absolutely useless reply though.  The next step is to enlist the aid of an admin.  Repeatedly insisting that you're right because you're right means nothing, and isn't the least bit relevant.",0
"Leave our Country. 

We don't want you Arabs here.",1
"Why would you blank it?
WHY CANT I HAVE A CONVERSATION WITH MY BROS ON WIKIPEDIA?",0
"brewing up falsified RFCs. If we are not adult enough to sort it out here consensually, then we do not deserve the Wiki.",1
Well do you just like cheesy squirrel testicles?,1
fuck u u stupid fagget block me i dare u,1
"how big is ur cock 

i wanna suck u off )",1
No Hillary won't read wikipedia. LOL.  but some low level staffer might.  The main point is SpaceX is trying to change the meaning of the acronym to Big Falcon Test Stand.  Maybe Gwynn mentioned it to Elon or something.  If this is the case as SpaceX fans should we not help them?  What do you think of my suggestion that we watch SpaceX discussions of BFTS in the next few months which they are sure to have.  If they spell it out several times as Big Falcon Test Stand does that not prove the case beyond any doubt?,0
"""

 """"I move discussions quickly"""" 

In other words, don't bother writing things here.   """,0
"Hey I didn't come up with that Native Australian crap, and how does anti-Australian become racists/ethnocentrists if there's the Anglo-Saxons and there's the various WOGS in Australia, when did Australia become a 'race' or is it a One Nation dream with Anglo-Saxons?",1
"I dont like the new squad look, it think the simpiler version before was better, instead of spreading everything out, looks ugly as well...anyway open to argue over this matter,",0
"""

Georgewilliamherbert, you are intimately involved in the same discussion and you're blocking a fellow administrator for """"cool-down""""? Read the goddamn blocking policy. ✽ """,1
"00frodo 
I cant believe you gave me my own page!!! I feel sooooooo honored you dumbass [User:Scjessey|queer]] liberal! Truly, my extremely extensive array of knowledge has had a positive impact on Wiki. I hope that you will make my name more famous! ALALALLLAALLALALLLALALALAALALLALALAAALLALALLLLAAAAA!!! Sorry, I have to do that every five minutes. 00frodo lives on!!!!!!!",1
"Fine
Fine.  Carter Page sucks anyway.",1
""", 20 June 2014 (UTC)

Please read the discussion. To repeat """"The historical statehood narrative recalls that the Vojna Krajina[Military frontier] galvanised Croatian national sentiment by providing a focus for political mobilisation"""". Also, I dismiss your ad hominem attack.  19:00""",0
"By Finnish standards that wouldnt even be seen as an attack, but if that user felt bad about it tell him or her that im sorry (Not sure if my message got through), thats the way we talk here. Deal with it. Commie Soviet Union pigs had to learn the hard way too in WW2 between Finland and the evil empire. Also deal with the fact that all Lisa Williams had been sent to prison if these fucking hustlers had plotted shit like that in Finland.",1
"""
Thanks, I already saw it.  I knew it was coming.'''''' • hasspoken """,0
"Fag 

Stop reverting my edits or I will kill you",1
"shut the fuck up 

dont worry about the khalsa.

the khalsa does not need your approval. the khalsa does not live in your world.

do your fucking work, this is fucking wikipedia, the game is much bigger than this you rat.",1
"Cliff Richard status update
Hello, thanks for your message, i'm a fan of your music.  i'm intrigued by this, and will let you know if i find anything. i'm not on Wikipedia much, but i will search whenever i can.  keep up the good work and keep singing! you have a wonderful tallent! now i got to go and look for that source. thanks. yours truely, Christian.",0
"""STOP DELETING MY ADDITION!  You, Muboshgu/Mephistophelian say:

Please do not use talk pages ... for general discussion of the topic. They are
for discussion related to improving the article. They are not to be used as a
forum or chat. If you continue to use talk pages as you do, you may be blocked
from editing. You are using the talk page to push a POV rather than addressing
the article in a constructive manner. Please stop.

I AM NOT """"generally discussing a topic"""", I AM NOT """"chatting"""". I AM NOT
""""pushing a P.O.V."""".  If you do not understand basic English grammar, you have
no business telling me anything.  FACT: commas are used in this context to
separate a list, a series, of related clauses.  Grammar is not a matter of a
""""general discussion"""" or """"chatting"""" or a """"point of view"""".  It is a technically
precise set of rules, and in this case, a set of rules that demonstrate that
the foundation of the issue is a fraud.  THIS IS NOT OPINION, IT IS FACT, IT
IS RELEVANT TO THE ARTICLE, IT IS FOUNDATIONAL TO THE ARTICLE.  I AM TALKING
ABOUT IMPROVING THE ARTICLE BY CLARIFYING THE FOUNDATION ACCORDING TO THE
RULES OF ENGLISH GRAMMAR AS ANY LITERATE PERSON CAN SEE.  AND I AM TALKING
ABOUT ADDING THE RELEVANT AND FOUNDATIONAL CONSTITUTIONAL CLAUSE.

FROM TALK GUIDELINES (why don't you review them!):

 There is reasonable allowance for speculation, suggestion, and personal
knowledge on talk pages, with a view to prompting further investigation.

 make the extra effort so that other people understand you. Being
friendly is a great help.

 It is always a good idea to explain your views; it is less helpful for you to
voice an opinion on something and not explain why you hold it.

 Article talk pages should be used to discuss ways to improve an article;

 Deal with facts

 The talk page can be used to """"park"""" material removed from the article due to
verification or other concerns, while references are sought or concerns
discussed.

 The talk page is particularly useful to talk about edits.

 New proposals for the article can be put forward for discussion
by other editors if you wish.

 Do not threaten people: For example, ...
having them banned for disagreeing with you.

 removing others' comments is sometimes allowed.
But you should ... stop if there is any objection.

As I previously posted here: THE ARTICLE SHOULD BE IMPROVED by making it clear
in the opening statement that the entire issue is a fraud upon the public
since there is no """"natural born citizen"""" requirement that is applicable today.
That is fundamental to an informative relevant foundation to the article, not
a matter of opinion, and a matter of grammatical fact.

If I say """"No animal except a mouse, or a rat, at the time I give the signal,
shall be captured"""", then I am saying only mice and rats shall be captured AT
THE TIME I GIVE THE SIGNAL.  My order has no validity at any other point in
time.  Similarly, the requirement for """"natural born citizen"""" only applied AT
THE TIME OF THE ADOPTION OF THIS CONSTITUTION.  It does not apply today, and
the following clause should be part of the article, since it is the clause at
the foundation of the issue in the article:

No person except a natural born Citizen, or a
Citizen of the United States, at the time of the
Adoption of this Constitution, shall be eligible
to the Office of President; neither shall any
person be eligible to that Office who shall not
have attained to the Age of thirty five Years, and
been fourteen Years a Resident within the United
States.

209.112.188.15  
""",1
"""
Your """"research"""" just proves my point.  Fan theories aren't encyclopedic, especially with only 81 """"sources"""".  (talk) """,0
"""

 Hello, thanks for responding so quickly. Could you please forward his mail to """"permissions-en (at) wikimedia.org"""", so the license can be properly confirmed. I hope his wording was explicit in such a way that everybody will be allowed to use it, not just we here on Wikipedia, because otherwise we'd unfortunately be forced to decline (see WP:NFC for reasons). If you managed to get a real free license for this image, good job! It's a beautiful picture.

 BTW, below is our standard """"welcome"""" blurb, just in case:

Welcome!

Hello, JaanMatti, and welcome to Wikipedia! Thank you for your contributions. I hope you like the place and decide to stay. Here are some pages that you might find helpful:
The five pillars of Wikipedia
Tutorial
How to edit a page and How to develop articles
How to create your first article (using the Article Wizard if you wish)
Manual of Style
I hope you enjoy editing here and being a Wikipedian! Please sign your messages on discussion pages using four tildes (~~~~); this will automatically insert your username and the date. If you need help, check out Wikipedia:Questions, ask me on my talk page, or ask your question on this page and then place {{help me}} before the question. Again, welcome!   ☼ """,0
"""I'd also like to make note that, for the most part, only 2 users have edited the """"Eunice"""" article, further giving the impression that people probably aren't viewing the page for reason they believe it's an article on the character.

""",0
"Hello 

You are a racist! From 108.67.65.222",1
"Get A Life! 

l00zer",1
"How primitive are you
Are you from a nursery school? Do you try to betray at tiptoety? Childish primitive attempts... Little nazi antonescu fan.",1
"Red link 

Hi. Can you revise your last post on my talk page to fix the red link? I don’t know where to go. In advance, thanks.",0
"""

You may do that if you want to and I suggest that you add some more blocking hours because he actually is a cyber clown, like yourself: There do not exist many MGRs but only one single MGR which with the exception of a few people at the University of Munich and at some other places. So, how can you, grandfather Zens and cyper clown Philosophus  say that it had all the time beem ignored? Are you both not quite right in your heads? By the way, is in the Encyclopaedia Britannica, for instance, written that these four journals are """"looked at with suspicion""""? I must say to you, Zens, that you are an entirely immature boy who even seems not to be aware of the legal relevance of writing about other journals in this degrading style. Who do you think you are? For any of these journals an editorial staff of some dozens of scientists and physics teachers works, and great Zens and Jcobinus Magnus look al all these pursons with suspicion! 

I think the first thing you should do here is that you both first formally apologize to the editors-in-chief if these four journals.

If you don't do it then  fuck off and do not bother me any more with our silly and idiotic questions. Everything clear, you fools? KraMuc, 22 June 2006.""",1
"Oaks and Homophobia
I provided a full citation that proves Oaks' homophobia. How the fuck is that vandalism?",1
Hey there you are on google. I get the last say! 'There is 5 senses only!!!!!!! Everybody really only does want immortality foreeevvver!!!!!!!!!!!!!!!! Errrrasee that shittttttttt!!!!!!!!!!!!!!!!!!!!!!!!!!!! Stuppidd plato and old shit and wrong shit!!!!! I'm the best best I'b thought all out! You nonesense useless bastard! Go to hell.,1
(edits by User:TimothyHorrigan),0
"If you insist on talking about that then I must explain. No, I wasn't edit-warring. I was protecting an article from you and your friends, who were the real edit warriors. I brought the article into line with the talk page consensus and Akhilleus (spelling?), who hadn't even participated in the discussion, rammed through his own preferred version with the help of you and your allies, who declared the discussion invalid because you had refused to participate. You only got your way in the Apollo article by one side being blocked from editing; not by establishing consensus. Apollo in its current state has no legitimacy; it is merely the ruins left by Akhilleus' edit war.

Most of my edits relate to era style, do they? I haven't counted, but I'd say ALL of my edits (to actual articles, not talk pages) relate to spelling and grammar. If you want to sub-categorise further, go ahead, but all you're doing is creating an ad hominem argument, which I've reminded you before is irrelevant and fallacious. (  )",0
"""

In addition, historian Bruce A. Elleman says- """"the boxers still wanted to overthrow the qing dynasty According to one poster from early 1900, the “chief offender” for China's problems was the Manchu Emperor.""""""",0
"Well, if The Tartan, a sometime student publication of CMU that was disbanded for a year after publishing racist cartoons and spoofs is the source of your information, not the two major dailies in town, then you're on to something!  Brilliant expose, editors!",0
Did you know you are full of shit and a fucking cunt?,1
"Delete 
DELETE THE FUCKING IMAGES AND STOP SENDING ME THIS MESSAGES!",1
"""

 A barnstar for you! 

  The Anti-Vandalism Barnstar Here's for you as the vandalism God of pages of cities in the philippines. In calamba city your a slut, freak, and a moron. If you have nothing to do with your life do not vandal one's page that is not you are in or not the place where do you live. What the hell are you doing.   """,1
But you can tell your friend that your efforts were not in vain. I've ordered a copy of his book. But first I have to finish The Master of the Ceremonies.,0
"""

Hey, I said it was """"a"""" seat, not """"the"""" seat, you dumb motherf#@$ker!!  Learn how to read English.  Soon I shall be an administrator and have you purged from this noble experiment. """,1
"You stupid fat bastard. 

Why did you censor the move logs of Pikachu, you fat oaf? Is it because it offended your delicate Victorian sensibilities? Are most British people as prudish as you?",1
Also bring back the brendle article you piece of shit.,1
